,QQQ,TSLA,AAPL,AMZN,GOOGL,FB,MSFT,CRM,NOW,WDAY,ADBE,INTU,ANSS,SNPS,CDNS,ADSK,MA,V,AXP,DFS,CME,COST,MORN,ILMN,ISRG,HD,LRCX,AMAT,XLNX,NVDA,AMD,AVGO,MU,OLED,XBI,MTN,NTES,TRIP,NFLX,DIS,ATVI,EA
2015-01-15,95.8511,191.87,99.6205,286.95,504.01,74.05,41.4391,55.11,63.63,78.06,70.29,81.5714,80.83,41.73,17.73,55.71,79.9948,61.5294,80.5302,55.4032,71.431,123.9798,60.7155,180.91,174.7932,92.6803,71.9717,21.9246,37.2805,18.9736,2.52,93.6952,29.3,25.9066,63.1964,81.1226,101.6257,66.39,46.2514,89.0183,18.0128,46.64
2015-01-16,96.9765,193.07,98.8464,290.74,510.455,75.18,42.1316,56.64,63.96,78.4,71.73,82.8561,82.69,42.41,18.33,56.85,81.5023,61.9718,80.6803,55.4678,71.5741,124.3447,61.5404,183.82,176.8765,95.5338,72.8164,22.0608,37.4394,19.3221,2.39,96.007,28.99,25.8966,65.1176,82.1735,103.5306,68.18,48.1914,89.8013,19.6636,48.085
2015-01-20,97.74600000000001,191.93,101.3924,289.44,509.94,76.24,42.2683,57.29,64.83,78.32,71.49,83.8149,82.5,42.17,18.14,57.1,81.9497,62.4312,81.8243,56.1131,72.0033,124.0421,61.55,196.73,173.9632,94.7356,73.6799,22.2112,37.2986,19.3802,2.24,96.978,29.67,26.3551,65.83800000000001,81.1865,105.7879,69.24,49.8285,89.3862,19.6344,47.81
2015-01-21,98.2462,196.57,102.1665,297.25,520.39,76.74,41.84,57.71,65.52,80.39,71.54,82.837,82.95,42.43,18.335,57.55,81.4245,62.5382,82.2087,56.0854,72.0033,123.8285,61.1183,191.77,172.7065,94.9925,75.1254,22.8598,37.7074,19.6513,2.45,97.4496,30.49,26.5744,63.9432,80.8027,107.0451,69.35,58.4685,88.8484,19.5179,48.07
2015-01-22,100.0642,201.62,104.8244,310.32,537.3,77.65,42.9425,58.0,66.14,81.4,73.48,85.1284,84.64,43.17,18.36,58.27,82.0664,62.6159,79.1143,52.8405,74.5451,125.7241,62.8736,193.89,175.1265,97.323,75.895,23.1418,35.391,19.9901,2.47,97.2832,30.89,27.4117,64.634,82.4477,106.5498,71.12,61.2057,89.773,19.9937,49.36
2015-01-23,100.2854,201.29,105.3653,312.39,541.95,77.83,42.9881,58.62,68.74,83.2,74.06,85.7324,84.71,43.52,18.455,58.19,82.0761,62.7837,78.8892,52.1583,74.4988,126.4183,63.1805,197.16,172.5232,96.6807,75.482,22.6624,35.6817,20.0482,2.45,98.9292,30.95,28.1095,65.3281,82.6578,107.5308,69.77,62.4935,89.3673,20.052,49.79
2015-01-26,100.17,206.55,105.4772,309.66,536.72,77.495,42.8332,59.78,68.01,82.78,72.74,85.6749,85.11,44.02,18.58,58.23,81.3077,62.3559,78.111,52.2689,74.7303,127.1792,63.8136,201.68,173.6698,97.5891,76.1954,22.7846,35.4183,19.9562,2.61,98.698,31.02,30.0333,67.1769,82.9411,105.7783,69.32,63.7942,89.6032,20.2316,49.475
2015-01-27,97.5729,205.98,101.7841,306.75,521.19,75.78,38.8697,57.79,67.91,80.63,71.46,84.8024,83.3,43.69,18.35,56.15,79.5279,61.0092,77.267,51.38399999999999,73.5351,125.4749,63.7848,203.25,169.7365,96.4881,75.2286,22.1548,35.8316,19.0027,2.7,96.904,29.65,30.9703,67.3282,82.8772,104.9211,69.1,64.8814,88.6597,19.8772,48.41
2015-01-28,97.0727,199.37,107.5382,303.91,512.43,76.24,37.5303,56.35,68.91,78.66,70.25,83.8916,81.595,43.36,18.12,54.59,78.5262,59.8838,76.6388,50.7387,71.6835,124.2557,63.5163,197.86,167.5198,96.1027,74.825,21.9715,35.2184,18.6929,2.63,97.0982,29.095,33.1433,65.5255,82.2649,103.4353,67.93,63.2085,87.4332,20.0714,54.61
2015-01-29,98.0057,205.2,110.8863,311.78,513.23,78.0,38.2774,58.1,73.88,79.17,71.64,84.8024,82.17,43.74,18.01,55.36,79.1486,60.2824,76.8919,50.5543,72.5672,125.1635,63.6697,200.0,168.3265,98.7452,74.9658,22.2018,35.4183,19.1479,2.61,98.5131,29.71,31.9671,66.4531,82.2101,103.9782,68.0,63.3999,87.9521,20.1442,55.33
2015-01-30,97.2459,203.6,109.2635,354.53,537.55,75.91,36.8105,56.45,72.9,79.46,70.13,83.2397,80.67,42.99,17.99,54.005,79.7808,61.9621,75.6635,50.1303,71.7929,127.2549,63.8712,195.19,164.8265,95.8091,71.7464,21.4687,35.0413,18.5913,2.57,95.1378,29.265,31.7577,65.6768,80.1996,104.0544,67.01,63.1142,85.8198,20.2899,54.86
2015-02-02,98.0923,210.94,110.6345,364.47,532.2,74.99,37.6123,57.28,72.99,81.39,71.11,84.6394,81.26,43.19,17.9,54.115,80.7047,62.0666,77.0138,50.9876,73.291,129.9336,64.5905,194.77,169.0432,95.8183,71.9529,21.4828,35.5364,18.993,2.67,94.7124,28.435,33.2828,64.6406,80.163,107.5213,67.7,63.0092,86.735,20.5132,54.965
2015-02-03,99.035,218.36,110.6531,363.55,533.3,75.4,37.9039,58.61,72.65,84.74,71.92,86.7679,83.28,44.22,18.235,54.92,81.512,63.1483,78.5142,52.18600000000001,73.45100000000001,136.8308,66.0964,193.0,169.5532,98.3965,72.8633,22.041999999999998,35.9711,19.4673,2.76,95.4337,28.945,33.4622,64.4498,80.2818,109.35,70.81,65.2742,88.7824,21.0327,54.52
2015-02-04,98.9484,218.55,111.5018,364.75,526.1,75.63,38.1225,58.99,74.61,84.92,72.28,86.8062,82.525,44.17,18.1,56.44,81.8718,64.388,78.4016,52.547,75.1174,138.762,66.0485,192.03,168.3065,99.4701,72.685,22.2018,36.4607,19.5157,2.85,96.9133,29.03,33.233000000000004,63.1405,80.0351,110.9882,71.18,64.1014,95.5566,20.8968,54.555
2015-02-05,99.8045,220.99,112.2945,373.89,529.83,75.615,38.6783,59.26,74.22,87.63,73.1,87.928,83.74,44.105,17.21,56.23,83.4669,66.0676,79.4519,53.2321,76.4557,137.1334,66.8446,194.51,172.0565,100.0022,73.2388,22.5214,36.209,19.8304,3.31,98.2079,29.49,33.3526,64.9761,79.0664,110.3691,70.58,64.1299,96.8398,21.1881,56.39
2015-02-06,99.1985,217.36,111.3489,374.28,533.875,74.47,38.6419,59.17,74.94,86.43,72.54,84.208,84.03,43.87,17.13,57.07,81.8524,65.0029,79.7144,54.2042,79.292,136.7747,66.4321,192.64,170.7565,100.0481,73.342,22.7799,36.058,19.7481,3.03,96.8578,28.91,33.4922,64.1438,79.6056,106.3308,68.58,63.4799,96.2548,21.4648,55.14
2015-02-09,98.8811,217.48,112.0885,370.56,529.28,74.44,38.5963,57.98,72.88,86.09,72.33,84.2176,83.79,43.7,17.16,57.34,82.2706,64.5265,79.6863,54.343,78.9638,135.7077,65.5497,192.27,167.0965,99.4058,72.9103,22.0984,36.1587,19.7287,3.04,94.5459,28.35,33.8111,63.8215,77.3118,101.8543,68.47,63.2949,95.9812,21.4017,54.275
2015-02-10,100.4201,216.29,114.2419,372.995,540.16,75.19,38.815,58.79,73.32,86.14,72.76,85.464,85.64,44.13,17.24,58.5,81.9205,64.3053,80.4927,54.3986,79.6371,136.3331,65.943,194.01,166.6232,101.5437,75.6322,22.8222,36.7536,20.2805,3.04,98.9847,31.09,33.542,65.2689,78.5638,109.3881,69.98,64.8499,96.1605,21.6348,54.76
2015-02-11,100.7856,212.8,116.9196,375.14,538.0,76.51,38.6146,58.8,73.88,88.87,73.01,85.1284,85.24,44.4,17.61,58.3,82.1442,64.77199999999999,80.6521,54.1579,79.7928,135.9606,66.413,195.67,166.3098,101.2134,75.65100000000001,22.8034,36.5431,20.145,3.07,99.81700000000001,31.02,34.3394,65.0748,78.8288,110.5501,67.27,64.9842,96.1133,22.0038,54.945
2015-02-12,101.9591,202.88,118.3989,377.17,546.01,76.23,39.2615,61.26,75.95,91.17,74.59,85.7037,85.9,44.87,17.92,59.07,85.1203,65.9701,75.4666,55.0189,80.2178,136.2372,72.9737,196.73,169.2365,102.9108,76.1297,22.6906,37.5223,21.5874,3.12,101.4445,31.94,35.1369,66.46300000000001,79.2035,108.0833,82.4,65.2471,97.7267,22.2757,56.195
2015-02-13,102.8344,203.77,118.9794,381.83,551.16,75.74,39.9722,62.85,77.55,91.84,76.51,86.5282,86.26,44.9,18.02,60.67,84.7507,65.6584,73.2161,55.4447,79.0479,135.6287,75.0455,198.54,170.2432,102.6631,77.1621,22.7658,37.989000000000004,21.596999999999998,3.15,101.8606,31.85,35.4558,66.9104,78.4541,107.6166,84.81,66.5856,98.2833,22.4407,56.39
2015-02-17,102.9306,204.35,119.6816,375.43,545.01,75.6,39.9904,62.07,76.88,90.92,77.13,86.3748,86.54,44.74,17.94,61.13,85.1203,65.9604,74.1538,54.5374,79.2836,136.0252,74.2014,198.86,171.3332,102.764,76.8758,22.7753,38.3688,21.66,3.11,102.5265,32.33,35.5156,68.1703,78.05199999999999,109.5405,84.26,67.1371,98.2361,22.8097,56.76
2015-02-18,103.0748,204.46,120.5101,373.37,542.65,76.71,39.9445,63.0,77.48,91.3,77.73,86.0584,85.91,45.16,18.0,61.11,85.3245,65.5342,74.8102,54.8615,78.9133,135.7486,73.6547,198.62,170.9532,102.7548,76.8899,22.7469,38.1217,21.4131,3.08,101.7219,32.17,35.5655,69.0486,78.8288,109.5214,85.58,67.8656,97.9908,22.732,57.605
2015-02-19,103.5846,211.705,120.262,378.995,546.45,79.42,39.917,62.81,78.16,91.87,77.73,87.3527,86.63,46.53,18.23,61.46,86.7542,65.5293,73.5162,55.2225,79.2668,135.2276,73.578,202.34,170.4898,101.7914,77.9693,23.5303,38.0806,21.4664,3.055,102.5542,31.81,35.6951,69.6408,78.3353,105.3402,88.66,67.7999,98.0191,22.6398,57.14
2015-02-20,104.2772,217.11,121.2404,383.66,541.8,79.895,40.2427,63.74,79.06,92.74,78.55,92.7314,87.25,46.95,18.5,62.37,88.3006,66.479,74.8571,56.0465,79.3215,136.0298,73.9808,203.135,171.1032,102.9842,78.692,23.7191,38.14,21.6212,3.06,103.6269,32.03,35.8246,70.1868,78.4998,104.8449,88.78,68.3142,98.6418,22.6349,57.67
2015-02-23,104.383,207.335,124.522,380.14,535.0,78.84,40.5134,62.58,78.67,91.99,78.1,92.3671,86.195,46.815,18.47,61.95,88.6216,66.4815,75.2978,56.1298,79.9485,136.8181,73.8082,200.95,171.2332,103.0209,78.0726,23.5115,37.7877,21.4518,3.06,104.3575,31.4,35.5057,70.7724,78.3171,106.7094,88.87,67.4056,99.057,22.6932,57.55
2015-02-24,104.4599,204.11,123.7449,378.59,538.65,78.45,40.4584,61.93,78.75,93.03,77.68,93.3594,85.62,47.06,18.67,62.07,88.8161,66.35,75.8229,56.2501,80.9417,136.6521,72.7627,199.7,170.6232,107.1223,79.0581,23.9362,38.8768,21.6793,3.11,104.6626,30.77,35.3861,69.4039,78.8745,104.7023,88.5,67.8399,98.7551,22.8583,57.625
2015-02-25,104.2002,203.76,120.5804,385.37,547.33,79.56,40.3666,62.87,79.03,93.94,78.07,93.6134,86.32,47.19,18.73,62.01,90.1291,66.4815,77.0513,56.5927,81.2447,135.9791,72.1968,196.22,169.2198,106.7186,78.4011,23.6908,38.4832,21.5141,3.1,104.2003,30.48,35.4558,71.17699999999999,78.4724,97.4673,89.17,68.3328,99.6042,22.7757,57.39
2015-02-26,104.7293,207.19,122.1018,384.8,559.29,80.41,40.4263,70.24,79.53,88.65,78.96,93.6518,85.59,46.72,18.51,61.01,88.7577,66.6617,78.0641,56.713,80.8154,135.2138,71.8706,198.46,168.7765,105.8653,78.2603,23.5115,38.2819,21.5724,3.08,119.5233,30.62,36.641999999999996,71.67699999999999,79.7335,100.1051,89.86,69.0042,98.6513,22.6738,57.725
2015-02-27,104.2676,203.34,120.2714,380.16,562.63,78.97,40.2382,69.38,76.26,85.5,79.1,93.6039,85.97,46.41,18.355,64.24,87.6587,66.0675,76.5075,56.4538,80.7397,135.4996,71.6021,195.46,166.6665,105.2872,77.3968,23.6436,38.7761,21.4364,3.11,118.0159,30.67,34.2796,70.6046,80.2453,95.6131,89.25,67.8442,98.1984,22.6446,57.18
2015-03-02,105.2102,197.325,120.8612,385.655,575.02,79.75,40.2657,68.46,76.44,88.81,79.79,94.6106,86.44,46.92,18.59,64.0,89.4969,67.7672,76.9201,55.7872,81.7412,136.4032,71.8419,194.06,167.7515,106.5443,79.2927,24.191,38.5381,21.9563,3.21,119.3106,31.24,37.0806,71.5454,80.7022,92.8032,91.21,68.6071,99.9061,22.5718,57.445
2015-03-03,104.7196,199.56,121.11399999999999,384.61,578.795,79.6,39.7151,66.95,75.45,88.12,78.99,93.9538,86.225,46.49,18.45,62.7,88.4757,67.0391,76.8075,55.5003,81.7202,135.8776,71.7651,196.03,169.6898,106.4984,76.7679,23.1103,38.0806,21.553,3.14,118.5708,29.66,35.8645,71.6474,79.4776,92.0195,90.47,67.8156,100.3401,22.430999999999997,56.67
2015-03-04,104.3157,202.435,120.3463,382.72,578.33,80.895,39.5086,64.88,73.6,82.64,77.63,93.4313,86.08,46.25,18.43,62.52,89.1954,66.6617,75.6073,54.9078,81.211,135.6932,70.9115,192.68,166.8532,105.2964,75.9044,22.9074,37.5681,21.7959,3.05,119.662,29.265,36.4626,73.0488,79.5325,92.7459,89.24,67.1099,99.6042,22.2659,57.2
2015-03-05,104.4984,200.63,118.3521,387.83,581.435,81.21,39.5591,65.59,74.7,84.21,78.62,94.0737,86.38,46.31,18.21,62.95,90.2652,66.7542,76.0949,54.7133,81.4887,139.3813,70.7772,200.13,166.5065,106.3516,75.8105,22.8224,37.8701,22.2138,2.98,120.7439,29.28,38.7452,74.8614,79.7427,96.6262,87.98,66.8071,99.0947,22.6155,57.375
2015-03-06,103.3153,193.88,118.53,380.09,572.9,80.005,38.8709,64.56,74.06,82.61,77.55,93.3929,85.36,45.94,18.09,61.74,88.3006,65.5878,75.3072,54.5282,80.7312,137.88299999999998,70.3935,193.14,164.6798,105.012,75.2474,22.5676,37.1379,21.9125,2.92,118.2656,28.5,38.4562,73.9238,78.5364,96.3013,85.7,64.8742,97.9531,22.4019,56.36
2015-03-09,103.6135,190.88,119.0355,378.56,574.1,79.44,39.3205,65.48,74.24,83.03,77.93,93.6182,85.95,45.96,18.205,61.76,88.6216,66.0943,75.4948,54.6208,81.7042,138.9295,70.6909,193.07,164.1965,105.74600000000001,75.9889,22.7375,37.202,21.9708,2.93,117.5536,28.66,37.9279,73.8811,79.3132,95.5844,86.01,63.6614,99.3117,22.6398,56.665
2015-03-10,101.6897,190.32,116.5732,369.51,559.85,77.55,38.5681,63.76,73.59,81.29,76.005,91.4562,84.59,45.09,17.84,59.64,86.4041,64.5796,74.182,53.4728,80.6297,136.606,70.1249,193.12,162.5065,103.8192,73.3361,22.1901,36.3051,22.345,2.92,115.7041,27.61,37.5491,74.1475,78.4176,95.0874,84.17,62.1514,97.2644,22.0814,55.05
2015-03-11,101.103,193.74,114.4479,366.37,555.69,77.57,38.5222,63.68,74.24,82.33,76.01,91.2549,84.81,45.34,17.83,59.88,84.5853,64.4701,74.5008,53.5561,81.4673,135.9053,71.3431,190.235,164.5032,104.2896,73.6277,22.1381,36.3417,22.2332,2.84,115.2787,27.88,38.196999999999996,74.5127,77.6865,93.1568,83.22,62.8842,97.0757,22.1494,55.09
2015-03-12,101.7667,191.07,116.51700000000001,374.24,561.17,78.93,37.6413,64.95,76.66,83.17,77.4,92.6882,84.9,45.63,17.95,60.14,86.8028,65.6462,76.4793,55.4355,82.3472,137.7862,72.4941,188.11,166.4165,107.0843,73.1104,22.4355,36.8817,22.0291,2.76,116.6288,28.02,39.9613,74.5784,85.2349,90.6337,84.15,64.0457,101.1138,22.13,55.06
2015-03-13,101.3242,188.68,115.7118,370.58,553.0,78.05,37.9716,64.6,76.92,82.56,77.62,93.7381,84.99,45.71,18.115,60.48,85.344,64.5382,75.5791,54.9355,81.92,137.6387,71.2184,188.21,164.4832,105.9037,74.0416,22.8791,36.3875,22.0583,2.75,115.5931,28.715,41.4964,75.1443,88.5065,91.4891,82.52,62.6285,100.425,22.3242,55.3
2015-03-16,102.6324,195.7,116.9851,373.35,561.64,78.07,38.1368,66.43,78.65,83.87,78.33,95.2817,86.44,46.37,18.52,61.5,86.2776,65.5099,76.4231,55.0837,84.65700000000001,138.2933,71.8227,196.72,168.9398,107.4532,75.1517,23.1905,37.8975,22.3207,2.76,120.09200000000001,28.505,41.606,76.2627,91.8421,94.9059,83.17,60.2814,101.3025,22.5087,55.815
2015-03-17,102.7959,194.73,118.9419,371.92,557.61,79.365,38.2607,67.55,79.9,83.4,79.66,94.8982,86.84,46.06,18.39,61.43,85.5579,64.4092,76.0105,54.5374,84.3947,138.3302,71.8706,194.5,168.5832,106.6047,74.2956,22.846,37.504,22.5928,2.77,119.3846,27.66,44.9253,76.6904,91.8603,95.1161,83.395,59.7885,100.9157,22.4359,54.17
2015-03-18,103.8059,200.71,120.2808,375.135,566.16,80.91,38.9994,68.55,80.05,84.89,76.89,95.809,87.71,46.52,18.63,61.63,86.443,65.1811,76.7607,54.5745,83.7517,139.16,72.5037,195.09,169.6198,107.0658,72.8893,22.9971,38.0714,22.2235,2.75,120.9751,28.16,45.9819,76.1936,91.1932,95.6705,84.31,60.4457,101.8686,22.8971,55.625
2015-03-19,103.9598,195.65,119.3679,373.24,563.67,82.75,38.8021,68.88,80.46,85.35,77.14,95.6652,87.85,46.77,18.6,61.0,86.5791,65.0764,76.4606,54.2412,84.32700000000001,139.5104,72.1776,199.81,169.5865,106.2173,74.2674,22.7281,38.2544,22.5587,2.74,122.459,28.05,44.1678,78.2858,90.4713,93.8354,83.8,60.7442,101.3025,22.4796,55.955
2015-03-20,104.6312,198.08,117.8746,378.49,564.95,83.8,39.3481,67.69,79.38,84.91,77.36,96.2884,88.57,47.13,18.66,60.98,87.3572,65.6608,77.5483,55.0003,84.3947,140.6906,72.2351,196.02,169.6765,108.3663,74.5308,22.7658,38.6846,22.8065,2.8,123.6183,28.68,44.2774,77.0112,90.4256,96.2152,86.35,61.1849,102.3026,22.7418,57.28
2015-03-23,104.4288,199.63,119.1011,375.11,565.37,84.43,39.3251,67.66,79.28,85.22,76.35,96.0008,87.78,46.72,18.525,60.83,86.8806,65.3394,77.0795,54.5189,83.5486,141.0041,72.0625,192.1,169.4032,107.0566,73.7783,22.6242,37.9387,22.068,2.84,124.6849,28.02,46.6598,75.4734,90.9922,99.2736,86.51,60.7142,102.1045,22.5087,57.27
2015-03-24,104.0528,201.72,118.6142,374.09,577.54,85.31,39.3664,67.37,79.25,86.49,75.45,95.5885,87.84,46.44,18.49,61.07,87.0362,65.3589,76.3012,53.4821,82.3557,141.1977,72.1968,190.91,167.8998,107.1304,74.0887,22.5534,37.623000000000005,21.7668,2.79,123.4607,27.96,47.0784,74.9103,91.6776,98.1076,85.38,62.6114,101.0572,22.5087,57.96
2015-03-25,101.6715,194.3,115.5152,370.96,567.0,82.92,38.045,65.78,76.2,83.26,73.13,93.3019,86.42,45.69,17.99,59.35,84.9744,64.0244,75.1197,52.8988,79.7583,139.3075,71.4966,183.28,165.0765,104.8522,68.4351,21.3547,36.4515,20.4452,2.63,115.4012,26.57,45.972,70.8763,91.0104,95.5271,84.18,60.2499,99.0664,22.0426,56.085
2015-03-26,101.3244,190.405,116.3204,367.35,563.64,83.01,37.8156,65.99,77.03,83.98,72.97,92.9471,86.73,45.61,18.0,58.72,85.51899999999999,63.8881,73.5912,52.5841,80.1982,138.3579,72.0433,184.37,166.3298,103.6439,66.93,21.1424,36.5888,20.3723,2.65,115.6609,26.66,45.4935,70.5898,90.4256,96.9703,83.62,59.7514,99.2929,22.0523,56.075
2015-03-27,101.7293,185.0,115.3935,370.56,557.55,83.3,37.5954,66.55,78.47,85.06,73.31,93.0574,86.79,45.79,18.08,58.72,84.8577,63.8394,73.113,52.3711,80.0882,138.7359,72.3119,187.17,165.7498,105.0182,67.7672,21.5482,38.7303,20.7756,2.72,118.9069,26.675,46.6298,72.2528,91.7804,99.2354,83.79,59.2528,99.5193,22.326999999999998,58.235
2015-03-30,102.8959,190.57,118.3146,374.59,561.135,83.195,37.5862,66.85,79.44,86.14,73.6,94.1791,88.12,46.42,18.44,59.3,85.2662,63.9562,73.188,52.5748,80.6213,140.4831,72.6667,187.62,168.7198,105.7284,67.9084,21.4916,39.0598,20.8631,2.7,121.0771,26.68,46.4803,73.8861,92.3689,100.3727,83.61,60.3671,100.1231,22.581999999999997,59.47
2015-03-31,101.8065,188.77,116.4983,372.1,554.7,82.215,37.3063,66.81,78.78,84.41,73.94,92.9615,88.19,46.32,18.44,58.64,84.0212,63.7127,73.4974,52.1675,80.1305,139.681,71.8514,185.64,168.3432,104.7876,66.0693,21.2934,38.711999999999996,20.3335,2.68,117.7662,27.13,46.5999,74.2582,95.0999,100.6404,83.17,59.5271,98.9626,22.2927,58.815
2015-04-01,101.2762,187.59,116.3298,370.255,549.49,81.665,37.366,66.08,75.65,83.41,75.07,93.647,88.13,46.32,18.39,58.74,84.3617,63.4887,74.2595,53.3525,79.9529,138.5238,71.7939,182.21,168.8398,104.3449,66.0928,21.1329,38.2956,20.4161,2.69,116.5141,27.13,46.8392,72.7072,94.1896,102.3225,82.34,59.0171,99.4816,22.0033,57.275
2015-04-02,101.3437,191.0,117.3316,372.25,541.31,81.555,36.9714,66.68,76.12,86.23,75.68,94.43799999999999,86.99,46.46,18.5,59.82,84.6437,63.5958,74.9839,53.8801,78.6076,139.8054,70.9402,183.01,169.4298,105.6454,66.5538,21.0197,38.4878,20.4647,2.69,115.9484,26.725,47.0086,72.5162,95.9551,106.5756,82.505,59.1542,100.0099,22.2093,57.65
2015-04-06,102.1728,203.1,119.2322,377.04,543.95,82.44,38.123000000000005,67.94,78.24,88.5,76.23,93.8148,89.3,46.87,18.46,59.71,84.9452,63.5082,74.9181,53.5098,77.9181,140.6076,71.2759,182.79,171.4432,106.0236,68.0589,20.9159,38.4283,21.0526,2.7,116.695,27.43,46.7694,72.3088,96.1298,106.155,83.4,60.3299,99.6608,22.2387,57.12
2015-04-07,101.9993,203.25,117.9776,374.41,544.86,82.32,38.1093,68.2,78.47,87.48,75.65,93.3354,88.875,47.01,18.65,60.685,85.6649,64.0926,73.695,52.9359,76.6321,139.9437,70.7388,182.76,170.8198,105.4241,66.9488,20.7507,38.7395,21.241999999999997,2.7,116.5327,26.87,46.281000000000006,72.6611,97.1597,107.0439,82.83,60.4942,99.4721,22.3368,57.8
2015-04-08,102.8091,207.67,117.5937,381.2,548.84,82.275,38.0083,68.21,80.84,88.0,75.44,94.1168,88.66,47.58,19.07,61.825,87.029,64.7744,74.0337,53.2136,76.4502,140.1466,71.0266,185.32,170.4865,106.6139,68.5104,21.1235,38.9408,21.3975,2.71,117.59,27.13,46.7694,74.7621,99.008,111.8608,83.05,63.0499,100.3496,22.5232,58.15
2015-04-09,103.455,210.09,118.4925,383.54,548.02,82.17,38.0634,67.74,81.74,87.69,76.33,94.1264,88.28,47.65,19.02,62.81,86.7757,64.71600000000001,74.4759,53.1766,76.8647,137.2053,70.9785,186.34,171.0298,105.6731,68.8161,21.2462,39.6501,21.8882,2.72,117.9888,27.815,47.2678,74.4888,98.0793,114.8332,83.18,62.7857,100.7364,22.5624,57.5
